query,model,quality_score,latency,cost
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在128字以内。,Model10,0.9058,1655.33,12.2684
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model1,0.8151,828.81,2.1299
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model2,0.7557,896.45,2.5327
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model3,0.7134,1005.95,3.3324
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model4,0.6923,1192.76,4.0410
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model5,0.8163,1161.56,4.9223
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model6,0.7494,1274.46,6.2016
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model7,0.7926,1379.38,8.2127
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model8,0.8591,1552.59,9.3632
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model9,0.8737,1641.11,11.9423
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在145字以内。,Model10,0.8821,1981.19,15.3167
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model1,0.8187,628.72,1.7130
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model2,0.9090,654.43,2.0731
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model3,0.8178,798.25,2.5862
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model4,0.7922,864.32,3.2071
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model5,0.8986,946.31,3.9249
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model6,0.8406,923.40,4.7013
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model7,0.8666,972.85,6.0533
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model8,0.9225,1315.53,7.1685
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model9,0.9280,1280.47,9.9685
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在162字以内。",Model10,0.9323,1530.51,11.8055
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model1,0.8644,826.96,1.6770
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model2,0.7887,823.62,1.9520
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model3,0.8606,893.82,2.6171
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model4,0.7707,958.02,3.1572
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model5,0.8476,1046.35,3.9316
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model6,0.8417,1175.71,4.6349
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model7,0.8384,1274.71,6.0369
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model8,0.8732,1429.18,7.3086
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model9,0.8995,1600.23,9.3727
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A6，金额18元，日期2026-09-18。 要求包含5个要点，控制在179字以内。,Model10,0.9048,1708.31,12.2404
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model1,0.7185,818.69,1.6615
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model2,0.7441,946.22,2.0280
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model3,0.7275,1045.75,2.6366
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model4,0.7608,1169.13,3.1221
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model5,0.8129,1239.39,3.7673
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model6,0.8069,1369.67,4.9104
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model7,0.8276,1322.90,5.9240
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model8,0.8486,1644.92,7.5062
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model9,0.8649,1514.56,9.4746
比较成本控制与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在196字以内。,Model10,0.8737,2027.43,11.6369
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model1,0.5933,701.31,1.4357
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model2,0.6380,811.26,1.6962
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model3,0.6967,830.17,2.2790
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model4,0.8762,1019.21,2.7274
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model5,0.8372,1063.27,3.4146
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model6,0.8579,1065.91,4.2167
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model7,0.9039,1131.38,5.5325
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model8,0.8833,1313.05,6.3322
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model9,0.9057,1355.07,8.6402
一个项目成功概率为0.3，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在213字以内。,Model10,0.9201,1605.27,10.9851
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model1,0.5052,851.51,1.7588
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model2,0.5282,877.06,2.2563
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model3,0.8255,1018.74,2.7462
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model4,0.7273,1055.51,3.3931
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model5,0.7536,1210.12,4.0472
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model6,0.8532,1122.81,5.4058
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model7,0.8348,1353.80,6.5302
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model8,0.7999,1531.49,7.6760
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model9,0.8556,1797.26,10.3322
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含4个要点，控制在230字以内。,Model10,0.8809,2052.72,13.0730
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model1,0.9128,564.62,1.4753
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model2,0.8721,646.84,1.7929
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model3,0.8525,704.40,2.3129
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model4,0.8427,836.00,2.9268
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model5,0.9134,843.77,3.4325
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model6,0.8791,986.77,4.6136
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model7,0.9023,969.69,5.5317
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model8,0.9375,1209.51,7.0033
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model9,0.9414,1127.07,8.7873
将这段技术说明概括为不超过120字的摘要。 要求包含5个要点，控制在247字以内。,Model10,0.9470,1413.79,10.6474
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model1,0.7757,722.59,1.8633
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model2,0.8845,827.15,2.1056
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model3,0.7745,930.23,2.8418
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model4,0.7484,908.34,3.3473
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model5,0.8717,1009.18,3.9770
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model6,0.8080,1065.48,5.3390
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model7,0.8413,1244.96,6.7591
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model8,0.9003,1360.94,8.0533
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model9,0.9081,1432.39,10.1614
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在264字以内。",Model10,0.9175,1593.93,13.3246
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model1,0.8285,768.98,1.7934
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model2,0.7544,794.68,2.0400
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model3,0.8309,989.55,2.8459
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model4,0.7232,1122.59,3.3688
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model5,0.8083,1188.86,4.1743
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model6,0.7956,1202.93,5.0856
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model7,0.7987,1355.60,6.2901
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model8,0.8428,1438.87,7.8847
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model9,0.8739,1802.87,10.4842
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额40元，日期2026-09-28。 要求包含3个要点，控制在281字以内。,Model10,0.8860,1824.78,12.6478
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model1,0.8668,586.43,1.2553
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model2,0.8703,774.17,1.5513
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model3,0.8682,809.30,1.9610
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model4,0.8878,838.18,2.4391
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model5,0.9127,887.28,2.8258
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model6,0.9067,941.52,3.5780
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model7,0.9218,1149.52,4.6814
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model8,0.9297,1223.38,5.6429
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model9,0.9359,1289.00,7.2948
为什么并行计算在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在298字以内。,Model10,0.9442,1415.99,9.6962
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model1,0.5375,768.50,1.5096
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model2,0.5862,805.68,1.7991
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model3,0.6338,898.69,2.3630
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model4,0.8502,1065.07,2.9478
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model5,0.7967,958.13,3.3871
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model6,0.8306,1171.43,4.4066
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model7,0.8832,1300.73,5.6101
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model8,0.8525,1402.64,6.9723
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model9,0.8819,1666.32,8.5689
"已知一组数据为 7,76,34,8，计算平均值并说明步骤。 要求包含5个要点，控制在95字以内。",Model10,0.9015,1795.02,10.5547
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model1,0.4276,792.98,1.8737
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model2,0.4670,985.12,2.2146
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model3,0.7897,1058.48,2.9775
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model4,0.6734,1196.05,3.4274
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model5,0.7011,1377.58,4.3608
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model6,0.8208,1252.25,5.3389
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model7,0.7992,1312.87,6.7931
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model8,0.7656,1785.39,8.7037
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model9,0.8331,1781.12,10.5610
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=8 ORDER BY created_at DESC; 要求包含2个要点，控制在112字以内。,Model10,0.8500,2105.43,13.4935
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model1,0.8951,673.36,1.8748
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model2,0.8493,786.39,2.1696
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model3,0.8238,816.82,2.8846
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model4,0.8073,836.44,3.4748
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model5,0.8925,930.24,4.3179
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model6,0.8578,994.38,5.2582
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model7,0.8793,1016.07,6.8669
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model8,0.9173,1134.58,8.1195
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model9,0.9288,1228.81,10.6185
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在129字以内。,Model10,0.9351,1730.20,13.0471
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model1,0.7317,688.00,1.9283
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model2,0.8624,847.41,2.2857
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model3,0.7297,943.70,2.9808
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model4,0.7011,1084.22,3.8536
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model5,0.8390,1095.01,4.4501
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model6,0.7724,1169.79,5.6250
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model7,0.7917,1256.19,7.3196
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model8,0.8665,1538.64,8.6574
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model9,0.8875,1631.88,10.9615
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在146字以内。,Model10,0.8936,1685.95,13.4307
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model1,0.9228,572.09,1.2846
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model2,0.8803,661.94,1.4748
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model3,0.9157,749.20,2.0052
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model4,0.8591,810.54,2.4520
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model5,0.9099,867.02,3.0053
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model6,0.9068,927.51,3.7563
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model7,0.9011,1037.07,4.7009
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model8,0.9315,1043.31,5.6011
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model9,0.9415,1203.13,7.2583
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在163字以内。,Model10,0.9474,1339.90,9.3119
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model1,0.8398,709.88,1.3525
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model2,0.8544,758.85,1.5889
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model3,0.8325,825.64,2.1782
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model4,0.8583,912.54,2.7140
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model5,0.8940,1063.51,3.2700
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model6,0.8852,1053.90,4.2018
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model7,0.8998,1161.63,5.0348
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model8,0.9110,1340.11,6.5497
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model9,0.9202,1524.52,8.3509
比较数据库索引与请求调度的主要区别，并给出适用条件。 要求包含2个要点，控制在180字以内。,Model10,0.9282,1554.42,10.0447
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model1,0.4771,789.67,1.7354
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model2,0.5273,922.99,2.1281
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model3,0.5695,998.72,2.4743
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model4,0.8201,1195.47,3.2499
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model5,0.7612,1222.97,4.0046
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model6,0.7963,1211.08,4.7706
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model7,0.8533,1372.21,6.1793
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model8,0.8257,1570.05,7.5920
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model9,0.8540,1746.35,9.8138
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在197字以内。,Model10,0.8792,1922.87,11.7999
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model1,0.6382,643.11,1.3062
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model2,0.6858,673.48,1.6160
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model3,0.8984,896.10,1.9789
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model4,0.8341,898.78,2.4487
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model5,0.8539,973.67,2.8578
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model6,0.9146,955.70,3.7272
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model7,0.9066,1062.68,4.7152
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model8,0.8814,1232.53,5.9242
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model9,0.9182,1372.04,7.4318
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含4个要点，控制在214字以内。,Model10,0.9326,1494.79,9.4580
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model1,0.8677,648.27,1.9809
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model2,0.8048,774.94,2.3703
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model3,0.7792,830.14,3.0348
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model4,0.7604,949.98,3.8275
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model5,0.8687,1105.32,4.5644
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model6,0.8142,1164.86,5.7353
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model7,0.8461,1209.76,7.6371
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model8,0.9011,1315.55,9.0232
